,imdb_id,genre,runtime,release_date,num_cast,num_directors,num_writers,num_producers,num_productionmanagers,num_stunts,num_productioncompanies,num_distributers,imdb_rating,budget,release_month,genres,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
336,tt2908446,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'"", "" 'Thriller'""]",119,2015-03-18,197,1,4,14,8,111,4,35,6.2,110000000,3,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
337,tt1172049,"[""'Comedy'"", "" 'Drama'""]",101,2016-04-06,47,1,1,17,5,19,4,2,7.0,10000000,4,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
338,tt2510894,"[""'Animation'"", "" 'Comedy'"", "" 'Family'"", "" 'Fantasy'""]",89,2015-09-21,86,1,3,7,1,3,7,31,6.7,80000000,9,"['Animation', 'Comedy', 'Family', 'Fantasy']",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
339,tt2224026,"[""'Fantasy'"", "" 'Comedy'"", "" 'Animation'"", "" 'Science Fiction'"", "" 'Family'""]",94,2015-03-18,11,1,3,3,244,12,1,33,6.6,135000000,3,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
340,tt3622592,"[""'Drama'"", "" 'Mystery'"", "" 'Romance'""]",109,2015-06-18,64,1,3,8,4,43,2,19,6.3,12000000,6,"['Drama', 'Mystery', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
341,tt3316948,"[""'Comedy'"", "" 'Action'""]",96,2015-08-19,80,1,1,18,2,35,6,3,6.1,28000000,8,"['Comedy', 'Action']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,tt2503944,"[""'Drama'"", "" 'Comedy'""]",100,2015-10-02,73,1,2,15,11,10,3,1,6.6,20000000,10,"['Drama', 'Comedy']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
343,tt2140379,"[""'Science Fiction'"", "" 'Mystery'"", "" 'Thriller'""]",116,2015-07-10,77,1,2,9,6,43,2,1,6.5,26000000,7,"['Science Fiction', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
344,tt2631186,"[""'Action'"", "" 'Fantasy'"", "" 'Drama'""]",158,2015-07-10,25,1,6,6,6,11,1,20,8.2,18026148,7,"['Action', 'Fantasy', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
345,tt3322364,"[""'Drama'""]",123,2015-11-12,150,1,2,11,2,3,5,20,7.1,35000000,11,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
346,tt3567288,"[""'Horror'"", "" 'Thriller'"", "" 'Mystery'""]",94,2015-09-10,28,1,1,5,5,28,2,21,6.2,5000000,9,"['Horror', 'Thriller', 'Mystery']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
347,tt2402927,"[""'Romance'"", "" 'Drama'""]",118,2015-11-20,81,1,2,13,3,41,11,1,7.2,11800000,11,"['Romance', 'Drama']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
348,tt2494362,"[""'Horror'"", "" 'Western'"", "" 'Adventure'"", "" 'Drama'"", "" 'Thriller'""]",132,2015-10-23,34,1,1,14,3,39,6,3,7.1,1800000,10,"['Horror', 'Western', 'Adventure', 'Drama', 'Thriller']",0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
349,tt1365050,"[""'Drama'"", "" 'War'""]",137,2015-09-11,64,1,2,26,4,1,7,5,7.8,6000000,9,"['Drama', 'War']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
350,tt0884732,"[""'Comedy'""]",101,2015-01-16,98,1,2,10,3,35,4,23,6.7,23000000,1,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,tt1528854,"[""'Comedy'""]",96,2015-12-25,134,1,3,11,4,30,3,38,6.1,50000000,12,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
352,tt3332064,"[""'Adventure'"", "" 'Family'"", "" 'Fantasy'""]",111,2015-09-24,75,1,2,5,11,111,5,28,5.8,150000000,9,"['Adventure', 'Family', 'Fantasy']",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
353,tt3072482,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'""]",97,2015-09-12,96,1,2,28,23,11,3,29,6.7,2000000,9,"['Action', 'Adventure', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
354,tt1390411,"[""'Thriller'"", "" 'Drama'"", "" 'Adventure'"", "" 'Action'"", "" 'History'""]",122,2015-11-20,70,1,4,12,11,36,10,33,6.9,100000000,11,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
355,tt2400463,"[""'Thriller'""]",100,2015-08-05,16,1,2,17,2,5,4,2,6.7,67877,8,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
356,tt2057392,"[""'Drama'"", "" 'Thriller'"", "" 'War'""]",102,2015-09-11,75,1,1,12,2,28,2,1,7.3,13000000,9,"['Drama', 'Thriller', 'War']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
357,tt2401878,"[""'Animation'"", "" 'Comedy'"", "" 'Drama'"", "" 'Romance'""]",90,2015-12-30,3,2,1,16,11,14,5,1,7.3,8000000,12,"['Animation', 'Comedy', 'Drama', 'Romance']",0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
358,tt4062536,"[""'Horror'"", "" 'Crime'"", "" 'Thriller'""]",95,2016-04-15,31,1,1,8,4,10,2,2,7.0,5000000,4,"['Horror', 'Crime', 'Thriller']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
359,tt3195644,"[""'Drama'"", "" 'Horror'"", "" 'Thriller'""]",97,2015-06-04,36,1,1,14,4,13,6,1,6.1,10000000,6,"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
360,tt2381111,"[""'Drama'"", "" 'Romance'""]",111,2015-10-20,49,1,2,18,5,1,21,1,7.5,11000000,10,"['Drama', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
361,tt1014763,"[""'Crime'"", "" 'Thriller'""]",137,2015-03-15,76,1,3,13,4,43,4,2,6.5,50000000,3,"['Crime', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
362,tt3850214,"[""'Crime'"", "" 'Drama'"", "" 'Comedy'""]",103,2015-06-19,46,1,1,11,1,9,4,1,7.2,7000000,6,"['Crime', 'Drama', 'Comedy']",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
363,tt3605418,"[""'Drama'"", "" 'Thriller'""]",99,2015-06-26,10,1,5,12,3,1,6,1,4.9,2500000,6,"['Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
364,tt1618442,"[""'Fantasy'"", "" 'Action'"", "" 'Adventure'"", "" 'Science Fiction'""]",106,2015-10-21,142,1,3,14,6,32,7,26,6.0,90000000,10,"['Fantasy', 'Action', 'Adventure', 'Science Fiction']",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
365,tt3488710,"[""'Adventure'"", "" 'Drama'"", "" 'Thriller'""]",123,2015-09-30,81,1,3,6,2,8,4,25,7.3,35000000,9,"['Adventure', 'Drama', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
366,tt2436386,"[""'Science Fiction'"", "" 'Thriller'""]",106,2015-01-28,67,1,2,7,28,8,4,21,6.4,12000000,1,"['Science Fiction', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
367,tt2726560,"[""'Drama'"", "" 'Romance'""]",128,2015-04-09,190,1,2,10,3,13,3,22,7.1,34000000,4,"['Drama', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
368,tt3203606,"[""'Drama'""]",124,2015-10-27,135,1,2,11,4,3,3,2,7.5,15000000,10,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
369,tt1850457,"[""'Comedy'""]",118,2015-12-18,115,1,1,9,4,24,1,15,6.0,30000000,12,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
370,tt2199571,"[""'Action'"", "" 'Crime'"", "" 'Drama'"", "" 'Mystery'"", "" 'Thriller'""]",114,2015-03-11,112,1,1,7,4,63,4,36,6.6,50000000,3,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
371,tt3863552,"[""'Action'"", "" 'Comedy'"", "" 'Drama'""]",163,2015-07-17,124,1,5,9,4,2,5,1,8.0,2425000,7,"['Action', 'Comedy', 'Drama']",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
372,tt2446980,"[""'Drama'"", "" 'Comedy'""]",124,2015-12-24,158,1,2,14,6,7,5,28,6.6,60000000,12,"['Drama', 'Comedy']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
373,tt1083452,"[""'Comedy'"", "" 'Drama'"", "" 'History'"", "" 'Adventure'""]",106,2016-02-26,54,1,2,15,13,45,4,21,7.4,23000000,2,"['Comedy', 'Drama', 'History', 'Adventure']",0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
374,tt3045616,"[""'Comedy'"", "" 'Adventure'""]",106,2015-01-21,82,1,2,9,6,88,4,27,5.5,60000000,1,"['Comedy', 'Adventure']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,tt3168230,"[""'Drama'"", "" 'Mystery'""]",103,2015-06-19,63,1,3,17,7,1,7,1,6.9,10000000,6,"['Drama', 'Mystery']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
376,tt1666801,"[""'Romance'"", "" 'Comedy'""]",100,2015-02-20,70,1,2,7,2,2,3,1,6.5,8500000,2,"['Romance', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
377,tt1524930,"[""'Comedy'""]",99,2015-07-28,101,2,3,9,4,43,3,21,6.1,31000000,7,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378,tt2679042,"[""'Action'"", "" 'Crime'"", "" 'Thriller'""]",96,2015-08-20,55,1,4,14,6,64,11,29,5.7,35000000,8,"['Action', 'Crime', 'Thriller']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
380,tt1674771,"[""'Comedy'""]",104,2015-06-03,168,1,2,11,9,42,6,23,6.6,30000000,6,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
381,tt1051904,"[""'Adventure'"", "" 'Horror'"", "" 'Comedy'""]",103,2015-08-05,87,1,4,8,2,43,10,30,6.3,58000000,8,"['Adventure', 'Horror', 'Comedy']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
382,tt1781922,"[""'Action'"", "" 'Thriller'""]",103,2015-08-26,46,1,2,10,4,85,3,1,6.8,16200000,8,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
383,tt3530002,"[""'Comedy'""]",101,2015-11-20,90,1,4,13,7,45,4,14,6.4,25000000,11,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,tt2582496,"[""'Comedy'"", "" 'Drama'""]",105,2015-06-12,58,1,1,7,3,25,1,14,7.8,8000000,6,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
385,tt1979388,"[""'Adventure'"", "" 'Animation'"", "" 'Family'""]",93,2015-11-14,27,1,7,5,1,72,2,28,6.7,200000000,11,"['Adventure', 'Animation', 'Family']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
386,tt2561572,"[""'Comedy'""]",100,2015-03-26,154,1,4,8,4,42,2,21,6.0,40000000,3,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
387,tt1959490,"[""'Drama'"", "" 'Adventure'""]",138,2014-03-07,127,1,2,9,10,104,5,26,5.8,125000000,3,"['Drama', 'Adventure']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
388,tt2557490,"[""'Comedy'"", "" 'Western'""]",116,2014-05-22,154,1,3,11,4,47,4,29,6.1,40000000,5,"['Comedy', 'Western']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
389,tt2084970,"[""'History'"", "" 'Drama'"", "" 'Thriller'"", "" 'War'""]",113,2014-11-14,79,1,2,5,5,6,4,2,8.0,14000000,11,"['History', 'Drama', 'Thriller', 'War']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
390,tt2562232,"[""'Drama'"", "" 'Comedy'""]",120,2014-08-27,120,1,5,12,10,38,6,29,7.7,18000000,8,"['Drama', 'Comedy']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
391,tt1291150,"[""'Science Fiction'"", "" 'Action'"", "" 'Adventure'"", "" 'Fantasy'"", "" 'Comedy'""]",101,2014-08-07,134,1,5,14,7,145,6,33,5.8,125000000,8,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
392,tt0831387,"[""'Action'"", "" 'Drama'"", "" 'Science Fiction'""]",123,2014-05-14,174,1,7,13,16,183,5,44,6.4,160000000,5,"['Action', 'Drama', 'Science Fiction']",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
393,tt2872718,"[""'Crime'"", "" 'Drama'"", "" 'Thriller'""]",118,2014-10-23,54,1,1,10,6,45,3,1,7.9,8500000,10,"['Crime', 'Drama', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
394,tt2321549,"[""'Drama'"", "" 'Thriller'"", "" 'Horror'""]",93,2014-05-22,36,1,1,8,5,4,5,2,6.8,2000000,5,"['Drama', 'Thriller', 'Horror']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
395,tt2582846,"[""'Romance'"", "" 'Drama'""]",125,2014-05-16,92,1,3,5,5,1,3,29,7.7,12000000,5,"['Romance', 'Drama']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
396,tt2278388,"[""'Comedy'"", "" 'Drama'""]",99,2014-02-26,102,1,3,11,4,7,6,30,8.1,25000000,2,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
397,tt0816692,"[""'Adventure'"", "" 'Drama'"", "" 'Science Fiction'""]",169,2014-11-05,44,1,2,20,22,26,7,40,8.6,165000000,11,"['Adventure', 'Drama', 'Science Fiction']",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
398,tt2980516,"[""'Drama'"", "" 'Romance'""]",123,2014-11-26,110,1,2,9,6,5,3,24,7.7,15000000,11,"['Drama', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
399,tt1490017,"[""'Adventure'"", "" 'Animation'"", "" 'Comedy'"", "" 'Family'"", "" 'Fantasy'""]",100,2014-02-06,35,2,9,18,43,18,13,51,7.8,60000000,2,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
400,tt1872194,"[""'Drama'""]",141,2014-10-08,154,1,3,9,5,11,4,38,7.4,50000000,10,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401,tt2024469,"[""'Action'"", "" 'Thriller'"", "" 'Mystery'""]",106,2014-02-26,83,1,3,12,3,34,7,51,7.0,50000000,2,"['Action', 'Thriller', 'Mystery']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
402,tt0829150,"[""'Horror'"", "" 'Action'"", "" 'Drama'"", "" 'Fantasy'"", "" 'War'""]",92,2014-10-01,106,1,3,5,8,74,5,35,6.3,70000000,10,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
403,tt2004420,"[""'Comedy'""]",96,2014-05-08,95,1,2,9,4,14,2,32,6.3,18000000,5,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
404,tt2310332,"[""'Action'"", "" 'Adventure'"", "" 'Fantasy'""]",144,2014-12-10,136,1,5,9,6,131,4,55,7.4,250000000,12,"['Action', 'Adventure', 'Fantasy']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
405,tt0470752,"[""'Drama'"", "" 'Science Fiction'""]",108,2015-01-21,15,1,1,9,3,3,4,36,7.7,15000000,1,"['Drama', 'Science Fiction']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
406,tt3235888,"[""'Horror'"", "" 'Thriller'""]",101,2014-11-13,28,1,1,14,3,25,3,1,6.8,1000000,11,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
407,tt1587310,"[""'Fantasy'"", "" 'Adventure'"", "" 'Action'"", "" 'Family'"", "" 'Romance'""]",97,2014-05-28,83,1,9,11,12,82,2,32,7.0,180000000,5,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
408,tt2788710,"[""'Action'"", "" 'Comedy'""]",112,2014-12-25,83,2,3,10,2,38,3,25,6.5,44000000,12,"['Action', 'Comedy']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
409,tt2397535,"[""'Science Fiction'"", "" 'Thriller'""]",97,2014-08-28,67,2,3,8,5,21,5,1,7.5,44028,8,"['Science Fiction', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
410,tt2883512,"[""'Comedy'""]",114,2014-05-08,83,1,1,25,7,13,2,2,7.3,11000000,5,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,tt1253863,"[""'Action'"", "" 'War'"", "" 'Drama'""]",102,2014-03-05,75,1,3,13,9,110,6,44,6.2,110000000,3,"['Action', 'War', 'Drama']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
412,tt2267998,"[""'Mystery'"", "" 'Thriller'"", "" 'Drama'""]",149,2014-10-01,111,1,1,7,4,2,5,44,8.1,61000000,10,"['Mystery', 'Thriller', 'Drama']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
413,tt2103281,"[""'Science Fiction'"", "" 'Action'"", "" 'Drama'"", "" 'Thriller'""]",130,2014-06-26,96,1,4,8,10,120,4,44,7.6,170000000,6,"['Science Fiction', 'Action', 'Drama', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
414,tt1951265,"[""'Science Fiction'"", "" 'Adventure'"", "" 'Thriller'""]",123,2014-11-18,124,1,3,8,12,152,2,41,6.7,125000000,11,"['Science Fiction', 'Adventure', 'Thriller']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
415,tt1646971,"[""'Fantasy'"", "" 'Action'"", "" 'Adventure'"", "" 'Animation'"", "" 'Comedy'"", "" 'Family'""]",102,2014-06-09,19,1,2,10,1,81,2,37,7.8,145000000,6,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
416,tt1840309,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'""]",139,2014-03-14,181,1,3,7,10,92,2,32,6.7,85000000,3,"['Action', 'Adventure', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
417,tt2872732,"[""'Action'"", "" 'Science Fiction'""]",89,2014-07-25,65,1,1,2,25,83,8,1,6.4,40000000,7,"['Action', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
418,tt2911666,"[""'Action'"", "" 'Thriller'""]",101,2014-10-22,77,2,1,19,5,72,8,2,7.3,20000000,10,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
419,tt2582802,"[""'Drama'""]",107,2014-10-10,54,1,1,14,4,5,4,2,8.5,3300000,10,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420,tt2109248,"[""'Science Fiction'"", "" 'Action'"", "" 'Adventure'""]",165,2014-06-25,137,1,1,19,16,144,10,51,5.7,210000000,6,"['Science Fiction', 'Action', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
421,tt1877832,"[""'Action'"", "" 'Adventure'"", "" 'Fantasy'"", "" 'Science Fiction'""]",131,2014-05-15,108,1,5,11,13,133,7,43,8.0,200000000,5,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
422,tt2179136,"[""'War'"", "" 'Action'""]",133,2014-12-11,148,1,4,14,12,34,6,42,7.3,58800000,12,"['War', 'Action']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
423,tt2015381,"[""'Action'"", "" 'Science Fiction'"", "" 'Adventure'""]",121,2014-07-30,127,1,11,10,15,105,3,37,8.1,170000000,7,"['Action', 'Science Fiction', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
424,tt1843866,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'""]",136,2014-03-20,239,2,7,9,7,148,3,48,7.8,170000000,3,"['Action', 'Adventure', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
425,tt0455944,"[""'Thriller'"", "" 'Action'"", "" 'Crime'""]",132,2014-09-24,129,1,3,13,3,29,7,38,7.2,55000000,9,"['Thriller', 'Action', 'Crime']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
426,tt2209764,"[""'Thriller'"", "" 'Science Fiction'"", "" 'Drama'"", "" 'Mystery'""]",119,2014-04-16,90,1,1,16,4,71,4,50,6.3,100000000,4,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
427,tt2446042,"[""'Thriller'"", "" 'Action'""]",109,2014-12-16,92,1,2,3,9,87,10,1,6.0,48000000,12,"['Thriller', 'Action']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428,tt1631867,"[""'Action'"", "" 'Science Fiction'""]",113,2014-05-27,93,1,4,15,17,61,8,41,7.9,178000000,5,"['Action', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
429,tt1872181,"[""'Action'"", "" 'Adventure'"", "" 'Fantasy'""]",142,2014-04-16,215,1,6,8,11,93,4,33,6.6,200000000,4,"['Action', 'Adventure', 'Fantasy']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
430,tt2245084,"[""'Adventure'"", "" 'Family'"", "" 'Animation'"", "" 'Action'"", "" 'Comedy'""]",102,2014-10-24,47,2,6,4,2,13,3,32,7.8,165000000,10,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
431,tt2713180,"[""'War'"", "" 'Drama'"", "" 'Action'""]",135,2014-10-15,132,1,1,11,4,47,6,1,7.6,68000000,10,"['War', 'Drama', 'Action']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
432,tt1234721,"[""'Action'"", "" 'Science Fiction'""]",102,2014-01-30,102,1,3,6,6,190,4,45,6.2,100000000,1,"['Action', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
433,tt1790864,"[""'Action'"", "" 'Mystery'"", "" 'Science Fiction'"", "" 'Thriller'""]",113,2014-09-10,53,1,4,7,2,27,6,33,6.8,34000000,9,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
434,tt2802144,"[""'Crime'"", "" 'Comedy'"", "" 'Action'"", "" 'Adventure'""]",129,2015-01-24,130,1,4,9,1,139,4,36,7.7,81000000,1,"['Crime', 'Comedy', 'Action', 'Adventure']",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
435,tt2294449,"[""'Crime'"", "" 'Comedy'"", "" 'Action'""]",112,2014-06-05,133,2,6,11,5,101,10,30,7.0,50000000,6,"['Crime', 'Comedy', 'Action']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
436,tt1065073,"[""'Drama'""]",164,2014-06-05,100,1,1,9,9,5,2,1,7.9,4000000,6,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
437,tt1418377,"[""'Horror'"", "" 'Thriller'""]",92,2014-01-22,44,1,3,14,11,57,4,1,5.1,65000000,1,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
438,tt3011894,"[""'Drama'"", "" 'Thriller'"", "" 'Comedy'""]",125,2014-08-21,69,1,2,8,5,15,6,1,8.1,3300000,8,"['Drama', 'Thriller', 'Comedy']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
439,tt2096672,"[""'Comedy'""]",110,2014-11-12,151,2,6,14,7,51,5,49,5.6,40000000,11,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440,tt0458481,"[""'Crime'"", "" 'Thriller'""]",102,2014-08-20,86,2,1,33,3,32,5,1,6.5,65000000,8,"['Crime', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
441,tt1126590,"[""'Drama'""]",105,2014-12-24,104,1,2,11,10,9,4,33,7.0,10000000,12,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
442,tt1956620,"[""'Comedy'""]",97,2014-07-17,112,1,3,9,2,8,5,29,5.1,40000000,7,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
443,tt2333784,"[""'Action'"", "" 'Adventure'"", "" 'Thriller'""]",127,2014-08-04,39,1,4,18,9,100,6,34,6.1,90000000,8,"['Action', 'Adventure', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
444,tt2357291,"[""'Adventure'"", "" 'Comedy'"", "" 'Family'"", "" 'Music'"", "" 'Animation'""]",102,2014-03-19,73,1,6,3,133,41,3,30,6.3,103000000,3,"['Adventure', 'Comedy', 'Family', 'Music', 'Animation']",0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
445,tt3316960,"[""'Drama'""]",101,2014-12-05,32,2,3,17,3,11,6,2,7.5,5000000,12,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
446,tt2170593,"[""'Comedy'""]",102,2014-10-09,71,1,1,15,5,1,4,22,7.3,13000000,10,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
447,tt1809398,"[""'Drama'"", "" 'War'""]",137,2014-12-25,122,1,5,11,7,42,3,20,7.2,65000000,12,"['Drama', 'War']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
448,tt3416742,"[""'Comedy'"", "" 'Horror'""]",86,2014-06-19,60,2,2,6,17,1,5,24,7.7,1600000,6,"['Comedy', 'Horror']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
